country,iso_code,id_day_vaccinations,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Mexico,MEX,387,14/01/2022,154611440,82725740,75060397,937885,541254,118.69,63.51,57.62,4155,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,388,15/01/2022,155420388,82815932,75374678,808948,565105,119.31,63.58,57.86,4338,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,389,16/01/2022,155882479,82898265,75617241,462091,562477,119.67,63.64,58.05,4318,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,390,17/01/2022,155882479,82898265,75617241,462091,585596,119.67,63.64,58.05,4496,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,391,18/01/2022,156419272,82952806,75809119,462091,586249,120.08,63.68,58.2,4501,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,392,19/01/2022,157145915,83002950,76006592,726643,593054,120.64,63.72,58.35,4553,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,393,20/01/2022,157875271,83049588,76179149,729356,600245,121.2,63.76,58.48,4608,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,394,21/01/2022,158656184,83159111,76345784,780913,577821,121.8,63.84,58.61,4436,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,395,22/01/2022,158656184,83159111,76345784,780913,592574,121.8,63.84,58.61,4549,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,396,23/01/2022,160480629,83323226,76519923,780913,656879,123.2,63.97,58.74,5043,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,397,24/01/2022,160816753,83329994,76560077,336124,666554,123.46,63.97,58.77,5117,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
Mexico,MEX,398,25/01/2022,161466948,83349759,76618411,650195,721097,123.96,63.99,58.82,5536,"CanSino, Johnson&Johnson, Moderna, Oxford/AstraZeneca, Pfizer/BioNTech, Sinovac, Sputnik V",Secretary of Health,http://www.gob.mx/cms/uploads/attachment/file/695292/2022.01.25_17h00_ComunicadoTecnicoDiario_Covid19.pdf
